Gene.ID,C,A,P,AP,Cluster
HORVU.MOREX.r3.7HG0649260,69,72,11,11,c1
HORVU.MOREX.r3.7HG0649340,28,55,40,27,c1
HORVU.MOREX.r3.7HG0649350,121,94,9,8,c1
HORVU.MOREX.r3.7HG0649370,54,62,106,43,c4
HORVU.MOREX.r3.7HG0649960,51.66666667,56.33333333,11.33333333,16.66666667,c7
HORVU.MOREX.r3.7HG0650260,104,165,216,143,c6
HORVU.MOREX.r3.7HG0650270,1126,972,223,158,c1
HORVU.MOREX.r3.7HG0650560,51,47,10,10,c1
HORVU.MOREX.r3.7HG0650860,43,34,57,36,c1
HORVU.MOREX.r3.7HG0650870,139,149,14,21,c1
HORVU.MOREX.r3.7HG0650910,137,174,64,105,c1
HORVU.MOREX.r3.7HG0650920,594,577,121,114,c1
HORVU.MOREX.r3.7HG0650960,187,223,232,219,c5
HORVU.MOREX.r3.7HG0650970,22,67,18,11,c1
HORVU.MOREX.r3.7HG0651390,99,96,235,164,c2
HORVU.MOREX.r3.7HG0651400,11,19,32,20,c1
HORVU.MOREX.r3.7HG0651430,54,86,78,78,c1
HORVU.MOREX.r3.7HG0651450,33,22,25,24,c1
HORVU.MOREX.r3.7HG0651930,81.66666667,89.33333333,18.33333333,32.33333333,c7
HORVU.MOREX.r3.7HG0651960,31,33,31,25,c1
HORVU.MOREX.r3.7HG0652120,1267,584,102,126,c1
HORVU.MOREX.r3.7HG0652790,104,152,95,111,c1
HORVU.MOREX.r3.7HG0653260,465,931,583,441,c2
HORVU.MOREX.r3.7HG0653330,294,251,38,44,c1
HORVU.MOREX.r3.7HG0653480,71,29,34,51,c1
HORVU.MOREX.r3.7HG0653740,177,235,476,298,c2
HORVU.MOREX.r3.7HG0653910,140,222,3,2,c1
HORVU.MOREX.r3.7HG0653970,34,124,226,139,c6
HORVU.MOREX.r3.7HG0654260,14,20,100,78,c1
HORVU.MOREX.r3.7HG0655170,11,18,13,21,c1
HORVU.MOREX.r3.7HG0655180,57,43,15,9,c1
HORVU.MOREX.r3.7HG0655340,81,145,680,409,c2
HORVU.MOREX.r3.7HG0655650,11,1,21,25,c1
HORVU.MOREX.r3.7HG0655670,50,68,98,90,c1
HORVU.MOREX.r3.7HG0655890,91,81,19,24,c1
HORVU.MOREX.r3.7HG0655970,67,59,10,12,c1
HORVU.MOREX.r3.7HG0655990,429,498,58,57,c1
HORVU.MOREX.r3.7HG0656030,221,258,390,295,c2
HORVU.MOREX.r3.7HG0656060,1411,1549,413,285,c4
HORVU.MOREX.r3.7HG0656150,546,467,103,130,c1
HORVU.MOREX.r3.7HG0656220,180,240,285,197,c2
HORVU.MOREX.r3.7HG0656410,140,194,181,144,c4
HORVU.MOREX.r3.7HG0656570,41,35,5,5,c1
HORVU.MOREX.r3.7HG0656600,2082,2105,403,507,c1
HORVU.MOREX.r3.7HG0656640,30,32,130,262,c3
HORVU.MOREX.r3.7HG0656670,700,1582,1939,2154,c5
HORVU.MOREX.r3.7HG0656900,1557,1364,229,203,c1
HORVU.MOREX.r3.7HG0656960,67,36,6,6,c1
HORVU.MOREX.r3.7HG0657470,57,151,274,357,c5
HORVU.MOREX.r3.7HG0657500,77,117,34,12,c1
HORVU.MOREX.r3.7HG0657600,37.33333333,55,8,11,c7
HORVU.MOREX.r3.7HG0657910,83,123,14,14,c1
HORVU.MOREX.r3.7HG0658190,263,347.6666667,61.66666667,93,c7
HORVU.MOREX.r3.7HG0658260,43,72,63,45,c1
HORVU.MOREX.r3.7HG0658550,163.3333333,217,46.66666667,46,c7
HORVU.MOREX.r3.7HG0658560,31,46,52,38,c1
HORVU.MOREX.r3.7HG0658590,49,35,6,13,c1
HORVU.MOREX.r3.7HG0658600,124,79,21,22,c1
HORVU.MOREX.r3.7HG0658780,47,22,3,3,c1
HORVU.MOREX.r3.7HG0659040,105,140,137,91,c4
HORVU.MOREX.r3.7HG0659090,39,26,20,28,c1
HORVU.MOREX.r3.7HG0659120,394,410,849,1012,c5
HORVU.MOREX.r3.7HG0659160,53,20,1985,2082,c5
HORVU.MOREX.r3.7HG0659290,80,76,75,63,c1
HORVU.MOREX.r3.7HG0659570,2421,1347,215,151,c1
HORVU.MOREX.r3.7HG0659670,127,145,26,27,c1
HORVU.MOREX.r3.7HG0659690,23,40,12,6,c1
HORVU.MOREX.r3.7HG0659710,324,349,321,279,c2
HORVU.MOREX.r3.7HG0659990,184,257,270,145,c6
HORVU.MOREX.r3.7HG0660260,11,5,37,22,c1
HORVU.MOREX.r3.7HG0660290,43,45,121,33,c4
HORVU.MOREX.r3.7HG0660310,261,382,293,284,c5
HORVU.MOREX.r3.7HG0660420,93,49,8,8,c1
HORVU.MOREX.r3.7HG0660720,185,700,1104,867,c2
HORVU.MOREX.r3.7HG0661150,50,76,295,333,c5
HORVU.MOREX.r3.7HG0661470,108,111,173,167,c5
HORVU.MOREX.r3.7HG0661620,1845,1648,278,312,c1
HORVU.MOREX.r3.7HG0661640,12,14,122,276,c3
HORVU.MOREX.r3.7HG0661680,160,268,2812,6878,c5
HORVU.MOREX.r3.7HG0661890,54.66666667,47.33333333,48,25.66666667,c7
HORVU.MOREX.r3.7HG0661910,1,21,314,348,c5
HORVU.MOREX.r3.7HG0661920,176,220,237,124,c6
HORVU.MOREX.r3.7HG0662060,163,71,9,16,c1
HORVU.MOREX.r3.7HG0662420,157,369,586,577,c5
HORVU.MOREX.r3.7HG0662560,44,77,146,87,c4
HORVU.MOREX.r3.7HG0662670,780,896,191,163,c1
HORVU.MOREX.r3.7HG0662760,186,135,39,67,c1
HORVU.MOREX.r3.7HG0662940,89,56,20,17,c1
HORVU.MOREX.r3.7HG0663080,118,99,220,163,c2
HORVU.MOREX.r3.7HG0663270,10,5,37,31,c1
HORVU.MOREX.r3.7HG0663390,221,234,472,443,c5
HORVU.MOREX.r3.7HG0663510,2,2,9,22,c1
HORVU.MOREX.r3.7HG0663920,39,23,55,54,c1
HORVU.MOREX.r3.7HG0663940,53,46,11,8,c1
HORVU.MOREX.r3.7HG0663950,395,528,482,378,c2
HORVU.MOREX.r3.7HG0663990,134,351,579,417,c2
HORVU.MOREX.r3.7HG0664030,143,467,338,293,c2
HORVU.MOREX.r3.7HG0664070,340,379,64,47,c1
HORVU.MOREX.r3.7HG0664270,77,208,72,43,c1
HORVU.MOREX.r3.7HG0664610,23,48,55,80,c1
HORVU.MOREX.r3.7HG0664700,235,502,942,729,c2
HORVU.MOREX.r3.7HG0664720,128,22,5,4,c1
HORVU.MOREX.r3.7HG0664770,14,19,22,19,c1
HORVU.MOREX.r3.7HG0664780,27,86,12,4,c1
HORVU.MOREX.r3.7HG0665050,101,240,32,63,c1
HORVU.MOREX.r3.7HG0665140,412,227,54,61,c1
HORVU.MOREX.r3.7HG0665200,195,347,42,58,c1
HORVU.MOREX.r3.7HG0665280,223,174,252,188,c2
HORVU.MOREX.r3.7HG0665380,216,539,2159,1997,c2
HORVU.MOREX.r3.7HG0665710,62,49,12,19,c1
HORVU.MOREX.r3.7HG0665750,401,195,29,19,c1
HORVU.MOREX.r3.7HG0665830,69,68,14,11,c1
HORVU.MOREX.r3.7HG0665990,69,138,642,317,c2
HORVU.MOREX.r3.7HG0666290,237,303,493,360,c2
HORVU.MOREX.r3.7HG0666440,390,378,82,47,c1
HORVU.MOREX.r3.7HG0666500,83,86,14,9,c1
HORVU.MOREX.r3.7HG0666540,496,582,34,23,c1
HORVU.MOREX.r3.7HG0666550,20,25,173,128,c2
HORVU.MOREX.r3.7HG0666610,210,273,392,248,c2
HORVU.MOREX.r3.7HG0666660,23,36,63,66,c1
HORVU.MOREX.r3.7HG0666740,530,500,684,647,c5
HORVU.MOREX.r3.7HG0667080,112,102,63,106,c1
HORVU.MOREX.r3.7HG0667130,172,214,14,12,c1
HORVU.MOREX.r3.7HG0667210,447,306,89,79,c1
HORVU.MOREX.r3.7HG0667240,60,9,1,0,c1
HORVU.MOREX.r3.7HG0667480,73,42,12,21,c1
HORVU.MOREX.r3.7HG0667500,438,325,24,30,c1
HORVU.MOREX.r3.7HG0667710,139,114,23,32,c1
HORVU.MOREX.r3.7HG0667780,266,343,254,207,c2
HORVU.MOREX.r3.7HG0667790,746,593,354,447,c5
HORVU.MOREX.r3.7HG0667820,10,11,42,32,c1
HORVU.MOREX.r3.7HG0667900,322,1037,2077,1750,c2
HORVU.MOREX.r3.7HG0667920,30,39,83,58,c1
HORVU.MOREX.r3.7HG0667940,19,21,21,19,c1
HORVU.MOREX.r3.7HG0668040,83,184,393,346,c2
HORVU.MOREX.r3.7HG0668190,36,24,65,42,c1
HORVU.MOREX.r3.7HG0668320,19,41,22,19,c1
HORVU.MOREX.r3.7HG0668390,44,34,5,10,c1
HORVU.MOREX.r3.7HG0668470,940,714,168,151,c1
HORVU.MOREX.r3.7HG0668550,36,41,46,28,c1
HORVU.MOREX.r3.7HG0668680,208,636,962,783,c2
HORVU.MOREX.r3.7HG0668820,48,51,105,58,c4
HORVU.MOREX.r3.7HG0668880,100,84,424,937,c5
HORVU.MOREX.r3.7HG0668900,7,4,135,203,c5
HORVU.MOREX.r3.7HG0668940,180,1043,1726,1527,c2
HORVU.MOREX.r3.7HG0669150,115,125,41,23,c1
HORVU.MOREX.r3.7HG0669180,388,446,57,54,c1
HORVU.MOREX.r3.7HG0669190,71,62,11,16,c1
HORVU.MOREX.r3.7HG0669230,133,155,180,116,c4
HORVU.MOREX.r3.7HG0669290,5,29,174,225,c5
HORVU.MOREX.r3.7HG0669300,18,98,491,574,c5
HORVU.MOREX.r3.7HG0669320,8.666666667,16,24.66666667,21,c7
HORVU.MOREX.r3.7HG0669330,3,23,131,174,c3
HORVU.MOREX.r3.7HG0669350,3,4,43,56,c1
HORVU.MOREX.r3.7HG0669360,4,10,74,109,c3
HORVU.MOREX.r3.7HG0669660,99,287,661,805,c5
HORVU.MOREX.r3.7HG0669750,145,313,641,382,c2
HORVU.MOREX.r3.7HG0670020,310,326,38,54,c1
HORVU.MOREX.r3.7HG0670290,26,17,39,42,c1
HORVU.MOREX.r3.7HG0670350,59,66,113,96,c1
HORVU.MOREX.r3.7HG0670480,361,530,101,130.3333333,c7
HORVU.MOREX.r3.7HG0670510,672,602,522,562,c5
HORVU.MOREX.r3.7HG0670800,54,71,19,11,c1
HORVU.MOREX.r3.7HG0670900,585,395,162,110,c1
HORVU.MOREX.r3.7HG0670920,46,47,4,10,c1
HORVU.MOREX.r3.7HG0671350,64,72,111,88,c1
HORVU.MOREX.r3.7HG0671520,392,432,86,81,c1
HORVU.MOREX.r3.7HG0671530,79,42,7,8,c1
HORVU.MOREX.r3.7HG0671710,284,377,339,286,c2
HORVU.MOREX.r3.7HG0671800,477,449,96,70,c1
HORVU.MOREX.r3.7HG0671910,101,55,15,7,c1
HORVU.MOREX.r3.7HG0672400,154,122,27,33,c1
HORVU.MOREX.r3.7HG0672810,18,18,17,18,c1
HORVU.MOREX.r3.7HG0672850,73,103,301,210,c2
HORVU.MOREX.r3.7HG0673000,361,422,123,41,c4
HORVU.MOREX.r3.7HG0673050,121,151,83,33,c4
HORVU.MOREX.r3.7HG0673150,43,47.66666667,9,8.666666667,c7
HORVU.MOREX.r3.7HG0673500,170,236,84,32,c4
HORVU.MOREX.r3.7HG0673840,82,59,9,11,c1
HORVU.MOREX.r3.7HG0674340,81,89,16,18,c1
HORVU.MOREX.r3.7HG0674460,6,15,36,49,c1
HORVU.MOREX.r3.7HG0674560,256,287,15,10,c1
HORVU.MOREX.r3.7HG0674730,1402,814,226,195,c1
HORVU.MOREX.r3.7HG0674790,138,160.3333333,33.66666667,32,c7
HORVU.MOREX.r3.7HG0674970,306,319,183,250,c3
HORVU.MOREX.r3.7HG0675090,34.33333333,56.33333333,2,1.666666667,c7
HORVU.MOREX.r3.7HG0675260,5019,4438,627,430,c1
HORVU.MOREX.r3.7HG0675560,5,18,25,55,c1
HORVU.MOREX.r3.7HG0676130,144,184,154,147,c1
HORVU.MOREX.r3.7HG0676160,169,196,26,27,c1
HORVU.MOREX.r3.7HG0676180,94,146,28,17,c1
HORVU.MOREX.r3.7HG0676300,272,412,229,242,c3
HORVU.MOREX.r3.7HG0676420,492,352,56,87,c1
HORVU.MOREX.r3.7HG0676610,275,340,289,157,c6
HORVU.MOREX.r3.7HG0677050,93,126,28,22,c1
HORVU.MOREX.r3.7HG0677070,83,68,16,13,c1
HORVU.MOREX.r3.7HG0677370,10109,7979,815,894,c1
HORVU.MOREX.r3.7HG0677450,220,263,247,192,c2
HORVU.MOREX.r3.7HG0677480,642,832,897,690,c2
HORVU.MOREX.r3.7HG0677770,33,52,57,45,c1
HORVU.MOREX.r3.7HG0677960,21,6,38,35,c1
HORVU.MOREX.r3.7HG0678040,2145,3855,2830,2472,c2
HORVU.MOREX.r3.7HG0678130,339,355,56,93,c1
HORVU.MOREX.r3.7HG0678210,108,112,181,73,c6
HORVU.MOREX.r3.7HG0678330,87,103,81,62,c1
HORVU.MOREX.r3.7HG0678560,77,93,23,15,c1
HORVU.MOREX.r3.7HG0679220,628,403,124,105,c1
HORVU.MOREX.r3.7HG0679520,1953,3043,1793,1906,c5
HORVU.MOREX.r3.7HG0679570,322.3333333,357,77,94,c7
HORVU.MOREX.r3.7HG0679840,1905,2953,3574,2727,c2
HORVU.MOREX.r3.7HG0680850,25,34,175,93,c6
HORVU.MOREX.r3.7HG0680870,3,14,108,112,c3
HORVU.MOREX.r3.7HG0680970,66,36,9,4,c1
HORVU.MOREX.r3.7HG0681060,599,430,82,98,c1
HORVU.MOREX.r3.7HG0681160,39,46,13,8,c1
HORVU.MOREX.r3.7HG0681220,225,205,56,41,c1
HORVU.MOREX.r3.7HG0681230,135,80,26,37,c1
HORVU.MOREX.r3.7HG0681330,101,65,17,24,c1
HORVU.MOREX.r3.7HG0681410,85,57,22,43,c1
HORVU.MOREX.r3.7HG0681690,78,44,12,21,c1
HORVU.MOREX.r3.7HG0681700,56,36,9,16,c1
HORVU.MOREX.r3.7HG0682020,566,608,542,389,c2
HORVU.MOREX.r3.7HG0682090,207,501,468,426,c2
HORVU.MOREX.r3.7HG0682120,30.33333333,29,26.33333333,20.66666667,c7
HORVU.MOREX.r3.7HG0682170,952,1224,1272,1037,c2
HORVU.MOREX.r3.7HG0682420,116,198,147,123,c1
HORVU.MOREX.r3.7HG0682490,162,141,24,24,c1
HORVU.MOREX.r3.7HG0682550,21,34,68,25,c4
HORVU.MOREX.r3.7HG0682620,53,55,73,59,c1
HORVU.MOREX.r3.7HG0682660,7,4,25,26,c1
HORVU.MOREX.r3.7HG0683070,484,1019,1497,1117,c2
HORVU.MOREX.r3.7HG0683230,24,38,48,69,c1
HORVU.MOREX.r3.7HG0683600,32,25,30,24,c1
HORVU.MOREX.r3.7HG0683700,16,12,15,34,c1
HORVU.MOREX.r3.7HG0683710,617,724,888,939,c5
HORVU.MOREX.r3.7HG0683800,156,301,250,184,c2
HORVU.MOREX.r3.7HG0683940,115,67,17,18,c1
HORVU.MOREX.r3.7HG0683950,129,105,23,18,c1
HORVU.MOREX.r3.7HG0683980,106,66,22,23,c1
HORVU.MOREX.r3.7HG0684160,29,47,10,6,c1
HORVU.MOREX.r3.7HG0684570,326,276,75,61,c1
HORVU.MOREX.r3.7HG0685200,73,45,13,15,c1
HORVU.MOREX.r3.7HG0685290,566,563,95,86,c1
HORVU.MOREX.r3.7HG0685300,141,207,213,200,c5
HORVU.MOREX.r3.7HG0685360,222,246,225,146,c6
HORVU.MOREX.r3.7HG0685370,4210,4535,3817,3549,c2
HORVU.MOREX.r3.7HG0685410,46,58,9,2,c1
HORVU.MOREX.r3.7HG0685490,46,56,12,9,c1
HORVU.MOREX.r3.7HG0685550,74,58,22,13,c1
HORVU.MOREX.r3.7HG0685920,230,211,184,259,c3
HORVU.MOREX.r3.7HG0685950,59,69,41,56,c1
HORVU.MOREX.r3.7HG0685970,31,28,29,30,c1
HORVU.MOREX.r3.7HG0686830,866,764,157,160,c1
HORVU.MOREX.r3.7HG0686900,393,151,34,29,c1
HORVU.MOREX.r3.7HG0686980,52,153,24,38,c1
HORVU.MOREX.r3.7HG0687460,105,187,106,127,c1
HORVU.MOREX.r3.7HG0687560,208.6666667,369.6666667,49,66,c7
HORVU.MOREX.r3.7HG0687640,97,72,22,15,c1
HORVU.MOREX.r3.7HG0687790,84,122,235,233,c5
HORVU.MOREX.r3.7HG0688580,370,329,313,266,c2
HORVU.MOREX.r3.7HG0688730,170,132,90,100,c1
HORVU.MOREX.r3.7HG0688870,1286,1705,1930,1567,c2
HORVU.MOREX.r3.7HG0689010,64,53,42,44,c1
HORVU.MOREX.r3.7HG0689040,1966,1069,163,178,c1
HORVU.MOREX.r3.7HG0689150,31.33333333,27,26.33333333,18.33333333,c7
HORVU.MOREX.r3.7HG0689300,1260,1346,300,237,c1
HORVU.MOREX.r3.7HG0689320,78,88,29,17,c1
HORVU.MOREX.r3.7HG0689590,380,340,79,63,c1
HORVU.MOREX.r3.7HG0689920,1580,1532,1498,1942,c5
HORVU.MOREX.r3.7HG0690370,1594,1015,268,284,c1
HORVU.MOREX.r3.7HG0690670,2867,2384,595,483,c1
HORVU.MOREX.r3.7HG0692170,174,172,51,28,c1
HORVU.MOREX.r3.7HG0692610,551,307,142,93,c1
HORVU.MOREX.r3.7HG0692650,244,170,29,30,c1
HORVU.MOREX.r3.7HG0693430,70,75,15,13,c1
HORVU.MOREX.r3.7HG0693440,2021,1430,323,396,c1
HORVU.MOREX.r3.7HG0695920,3590,2420,634,544,c1
HORVU.MOREX.r3.7HG0696510,4088,2780,609,540,c1
HORVU.MOREX.r3.7HG0696930,913,829,196,149,c1
HORVU.MOREX.r3.7HG0697480,1142,1160,263,181,c1
HORVU.MOREX.r3.7HG0697860,2107,1850,261,301,c1
HORVU.MOREX.r3.7HG0697900,4631,2969,803,734,c1
HORVU.MOREX.r3.7HG0698110,21,23,165,110,c6
HORVU.MOREX.r3.7HG0699010,1295,1377,100,111,c1
HORVU.MOREX.r3.7HG0699160,141,110,28,32,c1
HORVU.MOREX.r3.7HG0699290,121,99,18,16,c1
HORVU.MOREX.r3.7HG0700030,1292,1506,2151,2128,c5
HORVU.MOREX.r3.7HG0700270,384,446,110,75,c1
HORVU.MOREX.r3.7HG0700330,13,17,6,29,c1
HORVU.MOREX.r3.7HG0700480,119,141,33,25,c1
HORVU.MOREX.r3.7HG0701150,606,568,177,93,c4
HORVU.MOREX.r3.7HG0701260,319,323,14,10,c1
HORVU.MOREX.r3.7HG0701300,81,72,19,11,c1
HORVU.MOREX.r3.7HG0701630,132,226,770,466,c2
HORVU.MOREX.r3.7HG0701930,909,686,140,147,c1
HORVU.MOREX.r3.7HG0701980,44,28,4,6,c1
HORVU.MOREX.r3.7HG0702290,833,1035,1856,1276,c2
HORVU.MOREX.r3.7HG0702510,92,21,5,2,c1
HORVU.MOREX.r3.7HG0702530,123,107,28,19,c1
HORVU.MOREX.r3.7HG0702610,67,56,11,7,c1
HORVU.MOREX.r3.7HG0702660,59,19,9,7,c1
HORVU.MOREX.r3.7HG0702830,67,66,3,5,c1
HORVU.MOREX.r3.7HG0703220,15,14,23,15,c1
HORVU.MOREX.r3.7HG0703420,194,182,43,37,c1
HORVU.MOREX.r3.7HG0703430,168,261,154,128,c1
HORVU.MOREX.r3.7HG0703460,1468,2225,2166,1295,c2
HORVU.MOREX.r3.7HG0703470,18,25,26,27,c1
HORVU.MOREX.r3.7HG0703490,3083,4112,5400,3799,c2
HORVU.MOREX.r3.7HG0703730,88,158,139,72,c4
HORVU.MOREX.r3.7HG0703890,49,34,77,94,c1
HORVU.MOREX.r3.7HG0704190,14,18,31,18,c1
HORVU.MOREX.r3.7HG0704790,127,105,26,30,c1
HORVU.MOREX.r3.7HG0704900,320,262,48,44,c1
HORVU.MOREX.r3.7HG0705130,64,76,57,47,c1
HORVU.MOREX.r3.7HG0705190,464,576,553,468,c2
HORVU.MOREX.r3.7HG0705340,96,89,8,8,c1
HORVU.MOREX.r3.7HG0705460,1018,404,48,64,c1
HORVU.MOREX.r3.7HG0705500,93,108,63,76,c1
HORVU.MOREX.r3.7HG0705860,61,57,6,16,c1
HORVU.MOREX.r3.7HG0705990,774,1107,1129,884,c2
HORVU.MOREX.r3.7HG0706010,150,196,169,99,c4
HORVU.MOREX.r3.7HG0706130,48,86,227,239,c5
HORVU.MOREX.r3.7HG0706260,49,52,9,8,c1
HORVU.MOREX.r3.7HG0706310,298,215,307,246,c2
HORVU.MOREX.r3.7HG0706600,7,6,47,31,c1
HORVU.MOREX.r3.7HG0706770,707,938,887,741,c2
HORVU.MOREX.r3.7HG0706910,598,777,893,495,c2
HORVU.MOREX.r3.7HG0706940,9793,6474,1779,1935,c1
HORVU.MOREX.r3.7HG0706950,3272,2184,468,442,c1
HORVU.MOREX.r3.7HG0707220,8,16,143,82,c6
HORVU.MOREX.r3.7HG0707250,542,689,572,490,c2
HORVU.MOREX.r3.7HG0707300,814,601,121,131,c1
HORVU.MOREX.r3.7HG0707700,77,61,51,53,c1
HORVU.MOREX.r3.7HG0707770,47,107,23,11,c1
HORVU.MOREX.r3.7HG0707850,240,204,35,45,c1
HORVU.MOREX.r3.7HG0707880,312,394,395,289,c2
HORVU.MOREX.r3.7HG0708100,56,45,6,7,c1
HORVU.MOREX.r3.7HG0708110,17,13,39,40,c1
HORVU.MOREX.r3.7HG0708450,11,12,61,58,c1
HORVU.MOREX.r3.7HG0708580,114,128,20,15,c1
HORVU.MOREX.r3.7HG0708660,359,289,25,18,c1
HORVU.MOREX.r3.7HG0708820,400,386,85,71,c1
HORVU.MOREX.r3.7HG0708840,8,8,109,81,c1
HORVU.MOREX.r3.7HG0709070,71,96,68,65,c1
HORVU.MOREX.r3.7HG0709350,228,213,46,42,c1
HORVU.MOREX.r3.7HG0709440,69,161,66,31,c1
HORVU.MOREX.r3.7HG0709480,43,28,7,9,c1
HORVU.MOREX.r3.7HG0709580,28,42,234,252,c5
HORVU.MOREX.r3.7HG0709620,3,11,42,31,c1
HORVU.MOREX.r3.7HG0709700,49,88,6,26,c1
HORVU.MOREX.r3.7HG0709720,939,1314,602,714,c5
HORVU.MOREX.r3.7HG0709950,14,50,70,66,c1
HORVU.MOREX.r3.7HG0710360,3510,5252,4358,3390,c2
HORVU.MOREX.r3.7HG0710390,89,59,19,18,c1
HORVU.MOREX.r3.7HG0710400,45,8,5,6,c1
HORVU.MOREX.r3.7HG0710820,43,35,84,59,c1
HORVU.MOREX.r3.7HG0710890,83,77,17,22,c1
HORVU.MOREX.r3.7HG0711020,331,90,20,33,c1
HORVU.MOREX.r3.7HG0711070,86,257,423,382,c2
HORVU.MOREX.r3.7HG0711190,5,12,360,345,c5
HORVU.MOREX.r3.7HG0711230,471,453,69,45,c1
HORVU.MOREX.r3.7HG0711890,2902,2713,2899,2216,c2
HORVU.MOREX.r3.7HG0711940,147,200,129,131,c1
HORVU.MOREX.r3.7HG0711950,200,266,46,41,c1
HORVU.MOREX.r3.7HG0712010,247,100,26,18,c1
HORVU.MOREX.r3.7HG0712230,47,37,9,8,c1
HORVU.MOREX.r3.7HG0712370,1923,1314,402,278,c1
HORVU.MOREX.r3.7HG0712440,20,18,45,25,c1
HORVU.MOREX.r3.7HG0712580,68,99,70,42,c1
HORVU.MOREX.r3.7HG0712610,282,309,83,52,c1
HORVU.MOREX.r3.7HG0712680,41,39,8,10,c1
HORVU.MOREX.r3.7HG0712700,2858,2085,490,478,c1
HORVU.MOREX.r3.7HG0712780,365,385,89,67,c1
HORVU.MOREX.r3.7HG0712930,67,38,9,6,c1
HORVU.MOREX.r3.7HG0712980,88,74,23,16,c1
HORVU.MOREX.r3.7HG0713010,683,769.6666667,155.6666667,171.3333333,c7
HORVU.MOREX.r3.7HG0713180,165,140,35,31,c1
HORVU.MOREX.r3.7HG0713280,317,262,1029,1618,c5
HORVU.MOREX.r3.7HG0713350,367,247,11,16,c1
HORVU.MOREX.r3.7HG0713530,40,57,58,38,c1
HORVU.MOREX.r3.7HG0713590,340,150,5,8,c1
HORVU.MOREX.r3.7HG0713760,9,5,32,21,c1
HORVU.MOREX.r3.7HG0713820,27,24,21,43,c1
HORVU.MOREX.r3.7HG0713870,493,382,110,76,c1
HORVU.MOREX.r3.7HG0713940,470,745,144,132,c1
HORVU.MOREX.r3.7HG0714140,40,82,411,286,c2
HORVU.MOREX.r3.7HG0714350,189,158,186,109,c4
HORVU.MOREX.r3.7HG0714370,1186,1018,228,189,c1
HORVU.MOREX.r3.7HG0714390,6,3,78,115,c3
HORVU.MOREX.r3.7HG0714400,56,24,5,6,c1
HORVU.MOREX.r3.7HG0714510,57,78,16,13,c1
HORVU.MOREX.r3.7HG0714530,42,89,188,139,c2
HORVU.MOREX.r3.7HG0714620,108,106,258,261,c5
HORVU.MOREX.r3.7HG0714750,1675,2342,118,142,c1
HORVU.MOREX.r3.7HG0714970,8,13,33,47,c1
HORVU.MOREX.r3.7HG0715010,887,1070,1191,1404,c5
HORVU.MOREX.r3.7HG0715110,46,112,151,77,c4
HORVU.MOREX.r3.7HG0715150,91,86,17,16,c1
HORVU.MOREX.r3.7HG0715280,93,75,12,10,c1
HORVU.MOREX.r3.7HG0715300,51,11,1,0,c1
HORVU.MOREX.r3.7HG0715330,55,81,67,49,c1
HORVU.MOREX.r3.7HG0715340,259,217,159,162,c1
HORVU.MOREX.r3.7HG0715480,27,26,19,25,c1
HORVU.MOREX.r3.7HG0715490,119,155,134,130,c1
HORVU.MOREX.r3.7HG0715810,3063,3235,246,81,c1
HORVU.MOREX.r3.7HG0715890,148,160,431,282,c2
HORVU.MOREX.r3.7HG0715950,190,328,843,795,c5
HORVU.MOREX.r3.7HG0716110,67,73,10,11,c1
HORVU.MOREX.r3.7HG0716290,655,462,139,104,c1
HORVU.MOREX.r3.7HG0716400,10,13,70,69,c1
HORVU.MOREX.r3.7HG0716800,25.66666667,41.66666667,8.333333333,7.666666667,c7
HORVU.MOREX.r3.7HG0716830,42,51,109,58,c4
HORVU.MOREX.r3.7HG0717060,45,66,47,29,c1
HORVU.MOREX.r3.7HG0717180,851,674,525,546,c5
HORVU.MOREX.r3.7HG0717380,155,156,124,120,c1
HORVU.MOREX.r3.7HG0717530,23,26,56,34,c1
HORVU.MOREX.r3.7HG0717660,71,78,10,10,c1
HORVU.MOREX.r3.7HG0718040,798,613,556,482,c2
HORVU.MOREX.r3.7HG0718080,26,32,32,26,c1
HORVU.MOREX.r3.7HG0718130,640,756,558,494,c2
HORVU.MOREX.r3.7HG0718190,259,274,759,388,c2
HORVU.MOREX.r3.7HG0718270,127,75,4,2,c1
HORVU.MOREX.r3.7HG0718540,128,102,100,102,c1
HORVU.MOREX.r3.7HG0718610,59,114,48,48,c1
HORVU.MOREX.r3.7HG0718720,132,187,250,244,c5
HORVU.MOREX.r3.7HG0718770,78,174,277,280,c5
HORVU.MOREX.r3.7HG0719070,224,248.6666667,53.66666667,54.33333333,c7
HORVU.MOREX.r3.7HG0719110,1679,1320,35,84,c1
HORVU.MOREX.r3.7HG0719170,75,56,56,66,c1
HORVU.MOREX.r3.7HG0719250,34,225,539,511,c5
HORVU.MOREX.r3.7HG0719300,306,175,27,60,c1
HORVU.MOREX.r3.7HG0719310,115,74,14,29,c1
HORVU.MOREX.r3.7HG0719480,75,76,14,12,c1
HORVU.MOREX.r3.7HG0719510,194,175,43,46,c1
HORVU.MOREX.r3.7HG0719560,147,182,102,134,c1
HORVU.MOREX.r3.7HG0719780,302,427,327,338,c5
HORVU.MOREX.r3.7HG0720070,2028,1789,279,312,c1
HORVU.MOREX.r3.7HG0720130,84,96,82,62,c1
HORVU.MOREX.r3.7HG0720390,132,93,25,31,c1
HORVU.MOREX.r3.7HG0720510,39,52.66666667,10.66666667,11.66666667,c7
